target,QAS,QSurf,QRunSurf,ROC,Baseline
1bxo,0,0,Med,0.80750469043152,Self
1bxo,0,0,Max,0.712945590994371,Self
1bxo,0,0,Arb,0.817073170731707,Self
1bxo,0,0.05,Min,0.842401500938086,Self
1bxo,0,0.05,Med,0.909943714821764,Self
1bxo,0,0.05,Max,0.843714821763602,Self
1bxo,0,0.05,Arb,0.928330206378987,Self
1bxo,0,0.1,Min,0.981238273921201,Self
1bxo,0,0.1,Med,0.971106941838649,Self
1bxo,0,0.1,Max,0.95703564727955,Self
1bxo,0,0.1,Arb,0.976360225140713,Self
1bxo,0,0.15,Min,0.984240150093809,Self
1bxo,0,0.15,Med,0.976172607879925,Self
1bxo,0,0.15,Max,0.965103189493433,Self
1bxo,0,0.15,Arb,0.975609756097561,Self
1bxo,0,0.2,Min,0.984990619136961,Self
1bxo,0,0.2,Med,0.976923076923077,Self
1bxo,0,0.2,Max,0.963227016885553,Self
1bxo,0,0.2,Arb,0.973921200750469,Self
1bxo,0,0.25,Min,0.984803001876173,Self
1bxo,0,0.25,Med,0.973921200750469,Self
1bxo,0,0.25,Max,0.95984990619137,Self
1bxo,0,0.25,Arb,0.978424015009381,Self
1bxo,0,0.3,Min,0.983489681050657,Self
1bxo,0,0.3,Med,0.975797373358349,Self
1bxo,0,0.3,Max,0.955909943714822,Self
1bxo,0,0.3,Arb,0.978986866791745,Self
1bxo,0,0.35,Min,0.982176360225141,Self
1bxo,0,0.35,Med,0.973921200750469,Self
1bxo,0,0.35,Max,0.954784240150094,Self
1bxo,0,0.35,Arb,0.975797373358349,Self
1bxo,0,0.4,Min,0.982363977485929,Self
1bxo,0,0.4,Med,0.973358348968105,Self
1bxo,0,0.4,Max,0.95703564727955,Self
1bxo,0,0.4,Arb,0.973733583489681,Self
1bxo,0,0.45,Min,0.981238273921201,Self
1bxo,0,0.45,Med,0.976172607879925,Self
1bxo,0,0.45,Max,0.955722326454034,Self
1bxo,0,0.45,Arb,0.972983114446529,Self
1bxo,0,0.5,Min,0.980300187617261,Self
1bxo,0,0.5,Med,0.973733583489681,Self
1bxo,0,0.5,Max,0.951782363977486,Self
1bxo,0,0.5,Arb,0.973733583489681,Self
1bxo,0,0.55,Min,0.978611632270169,Self
1bxo,0,0.55,Med,0.971669793621013,Self
1bxo,0,0.55,Max,0.955722326454034,Self
1bxo,0,0.55,Arb,0.975234521575985,Self
1bxo,0,0.6,Min,0.978236397748593,Self
1bxo,0,0.6,Med,0.972045028142589,Self
1bxo,0,0.6,Max,0.953658536585366,Self
1bxo,0,0.6,Arb,0.975234521575985,Self
1bxo,0,0.65,Min,0.977485928705441,Self
1bxo,0,0.65,Med,0.972607879924953,Self
1bxo,0,0.65,Max,0.952908067542214,Self
1bxo,0,0.65,Arb,0.972232645403377,Self
1bxo,0,0.7,Min,0.976735459662289,Self
1bxo,0,0.7,Med,0.972232645403377,Self
1bxo,0,0.7,Max,0.948030018761726,Self
1bxo,0,0.7,Arb,0.970356472795497,Self
1bxo,0,0.75,Min,0.976547842401501,Self
1bxo,0,0.75,Med,0.974108818011257,Self
1bxo,0,0.75,Max,0.947467166979362,Self
1bxo,0,0.75,Arb,0.967542213883677,Self
1bxo,0,0.8,Min,0.977485928705441,Self
1bxo,0,0.8,Med,0.971669793621013,Self
1bxo,0,0.8,Max,0.946153846153846,Self
1bxo,0,0.8,Arb,0.968105065666041,Self
1bxo,0,0.85,Min,0.976547842401501,Self
1bxo,0,0.85,Med,0.969793621013133,Self
1bxo,0,0.85,Max,0.94765478424015,Self
1bxo,0,0.85,Arb,0.964352720450281,Self
1bxo,0,0.9,Min,0.972607879924953,Self
1bxo,0,0.9,Med,0.970168855534709,Self
1bxo,0,0.9,Max,0.944277673545966,Self
1bxo,0,0.9,Arb,0.956848030018762,Self
1bxo,0,0.95,Min,0.974108818011257,Self
1bxo,0,0.95,Med,0.970731707317073,Self
1bxo,0,0.95,Max,0.933395872420263,Self
1bxo,0,0.95,Arb,0.950281425891182,Self
1bxo,0,1,Min,0.923452157598499,Self
1bxo,0,1,Med,0.934709193245779,Self
1bxo,0,1,Max,0.930018761726079,Self
1bxo,0,1,Arb,0.928142589118199,Self
1c4v,0,0,Min,0.697220919324578,Self
1c4v,0,0,Med,0.970051594746717,Self
1c4v,0,0,Max,0.99108818011257,Self
1c4v,0,0,Arb,0.884826454033771,Self
1c4v,0,0.05,Min,0.867987804878049,Self
1c4v,0,0.05,Med,0.973170731707317,Self
1c4v,0,0.05,Max,0.992307692307692,Self
1c4v,0,0.05,Arb,0.935248592870544,Self
1c4v,0,0.1,Min,0.897138836772983,Self
1c4v,0,0.1,Med,0.988414634146341,Self
1c4v,0,0.1,Max,0.99453564727955,Self
1c4v,0,0.1,Arb,0.961515009380863,Self
1c4v,0,0.15,Min,0.917518761726079,Self
1c4v,0,0.15,Med,0.99125234521576,Self
1c4v,0,0.15,Max,0.995356472795497,Self
1c4v,0,0.15,Arb,0.97577392120075,Self
1c4v,0,0.2,Min,0.928681988742964,Self
1c4v,0,0.2,Med,0.991697936210131,Self
1c4v,0,0.2,Max,0.996341463414634,Self
1c4v,0,0.2,Arb,0.987335834896811,Self
1c4v,0,0.25,Min,0.940759849906191,Self
1c4v,0,0.25,Med,0.990548780487805,Self
1c4v,0,0.25,Max,0.996575984990619,Self
1c4v,0,0.25,Arb,0.986843339587242,Self
1c4v,0,0.3,Min,0.945145403377111,Self
1c4v,0,0.3,Med,0.991205440900563,Self
1c4v,0,0.3,Max,0.99641181988743,Self
1c4v,0,0.3,Arb,0.988508442776735,Self
1c4v,0,0.35,Min,0.945051594746717,Self
1c4v,0,0.35,Med,0.989915572232645,Self
1c4v,0,0.35,Max,0.996646341463415,Self
1c4v,0,0.35,Arb,0.990009380863039,Self
1c4v,0,0.4,Min,0.947865853658537,Self
1c4v,0,0.4,Med,0.989657598499062,Self
1c4v,0,0.4,Max,0.996622889305816,Self
1c4v,0,0.4,Arb,0.990924015009381,Self
1c4v,0,0.45,Min,0.948100375234522,Self
1c4v,0,0.45,Med,0.990689493433396,Self
1c4v,0,0.45,Max,0.996435272045028,Self
1c4v,0,0.45,Arb,0.991111632270169,Self
1c4v,0,0.5,Min,0.949507504690432,Self
1c4v,0,0.5,Med,0.991533771106942,Self
1c4v,0,0.5,Max,0.996482176360225,Self
1c4v,0,0.5,Arb,0.991580675422139,Self
1c4v,0,0.55,Min,0.955300187617261,Self
1c4v,0,0.55,Med,0.991932457786116,Self
1c4v,0,0.55,Max,0.996224202626642,Self
1c4v,0,0.55,Arb,0.992401500938086,Self
1c4v,0,0.6,Min,0.958536585365854,Self
1c4v,0,0.6,Med,0.992612570356473,Self
1c4v,0,0.6,Max,0.996318011257036,Self
1c4v,0,0.6,Arb,0.992401500938086,Self
1c4v,0,0.65,Min,0.964587242026266,Self
1c4v,0,0.65,Med,0.9921904315197,Self
1c4v,0,0.65,Max,0.996318011257036,Self
1c4v,0,0.65,Arb,0.991955909943715,Self
1c4v,0,0.7,Min,0.973405253283302,Self
1c4v,0,0.7,Med,0.992166979362101,Self
1c4v,0,0.7,Max,0.996505628517824,Self
1c4v,0,0.7,Arb,0.992987804878049,Self
1c4v,0,0.75,Min,0.977556285178236,Self
1c4v,0,0.75,Med,0.993081613508443,Self
1c4v,0,0.75,Max,0.996341463414634,Self
1c4v,0,0.75,Arb,0.992471857410882,Self
1c4v,0,0.8,Min,0.9796904315197,Self
1c4v,0,0.8,Med,0.994136960600375,Self
1c4v,0,0.8,Max,0.995426829268293,Self
1c4v,0,0.8,Arb,0.993761726078799,Self
1c4v,0,0.85,Min,0.9796904315197,Self
1c4v,0,0.85,Med,0.991838649155722,Self
1c4v,0,0.85,Max,0.993972795497186,Self
1c4v,0,0.85,Arb,0.991299249530957,Self
1c4v,0,0.9,Min,0.974812382739212,Self
1c4v,0,0.9,Med,0.982082551594747,Self
1c4v,0,0.9,Max,0.980675422138837,Self
1c4v,0,0.9,Arb,0.982762664165103,Self
1c4v,0,0.95,Min,0.964516885553471,Self
1c4v,0,0.95,Med,0.97171669793621,Self
1c4v,0,0.95,Max,0.966322701688555,Self
1c4v,0,0.95,Arb,0.97077861163227,Self
1c4v,0,1,Min,0.831003752345216,Self
1c4v,0,1,Med,0.888039399624766,Self
1c4v,0,1,Max,0.933583489681051,Self
1c4v,0,1,Arb,0.86843339587242,Self
1c84,0,0,Min,0.927063789868668,Self
1c84,0,0,Med,0.944136960600375,Self
1c84,0,0,Max,0.977251407129456,Self
1c84,0,0,Arb,0.954878048780488,Self
1c84,0,0.05,Min,0.950328330206379,Self
1c84,0,0.05,Med,0.977251407129456,Self
1c84,0,0.05,Max,0.988508442776735,Self
1c84,0,0.05,Arb,0.958818011257036,Self
1c84,0,0.1,Min,0.944746716697936,Self
1c84,0,0.1,Med,0.973545966228893,Self
1c84,0,0.1,Max,0.989071294559099,Self
1c84,0,0.1,Arb,0.968480300187617,Self
1c84,0,0.15,Min,0.951125703564728,Self
1c84,0,0.15,Med,0.973030018761726,Self
1c84,0,0.15,Max,0.987570356472795,Self
1c84,0,0.15,Arb,0.968808630393996,Self
1c84,0,0.2,Min,0.95234521575985,Self
1c84,0,0.2,Med,0.975750469043152,Self
1c84,0,0.2,Max,0.988320825515947,Self
1c84,0,0.2,Arb,0.968151969981238,Self
1c84,0,0.25,Min,0.951969981238274,Self
1c84,0,0.25,Med,0.976969981238274,Self
1c84,0,0.25,Max,0.991322701688555,Self
1c84,0,0.25,Arb,0.971669793621013,Self
1c84,0,0.3,Min,0.95515947467167,Self
1c84,0,0.3,Med,0.977954971857411,Self
1c84,0,0.3,Max,0.992073170731707,Self
1c84,0,0.3,Arb,0.973217636022514,Self
1c84,0,0.35,Min,0.958677298311445,Self
1c84,0,0.35,Med,0.980347091932458,Self
1c84,0,0.35,Max,0.991932457786116,Self
1c84,0,0.35,Arb,0.979737335834897,Self
1c84,0,0.4,Min,0.960741088180113,Self
1c84,0,0.4,Med,0.982457786116323,Self
1c84,0,0.4,Max,0.991885553470919,Self
1c84,0,0.4,Arb,0.979502814258912,Self
1c84,0,0.45,Min,0.961444652908068,Self
1c84,0,0.45,Med,0.98203564727955,Self
1c84,0,0.45,Max,0.991135084427767,Self
1c84,0,0.45,Arb,0.981472795497186,Self
1c84,0,0.5,Min,0.966181988742964,Self
1c84,0,0.5,Med,0.982082551594747,Self
1c84,0,0.5,Max,0.989868667917448,Self
1c84,0,0.5,Arb,0.982457786116323,Self
1c84,0,0.55,Min,0.963836772983114,Self
1c84,0,0.55,Med,0.98062851782364,Self
1c84,0,0.55,Max,0.989071294559099,Self
1c84,0,0.55,Arb,0.982457786116323,Self
1c84,0,0.6,Min,0.962711069418386,Self
1c84,0,0.6,Med,0.980863039399625,Self
1c84,0,0.6,Max,0.988414634146341,Self
1c84,0,0.6,Arb,0.984709193245779,Self
1c84,0,0.65,Min,0.961960600375235,Self
1c84,0,0.65,Med,0.982082551594747,Self
1c84,0,0.65,Max,0.988555347091932,Self
1c84,0,0.65,Arb,0.986397748592871,Self
1c84,0,0.7,Min,0.961397748592871,Self
1c84,0,0.7,Med,0.981332082551595,Self
1c84,0,0.7,Max,0.988836772983114,Self
1c84,0,0.7,Arb,0.986960600375235,Self
1c84,0,0.75,Min,0.962898686679174,Self
1c84,0,0.75,Med,0.979784240150094,Self
1c84,0,0.75,Max,0.990712945590994,Self
1c84,0,0.75,Arb,0.986491557223265,Self
1c84,0,0.8,Min,0.960694183864916,Self
1c84,0,0.8,Med,0.97781425891182,Self
1c84,0,0.8,Max,0.988836772983114,Self
1c84,0,0.8,Arb,0.987851782363978,Self
1c84,0,0.85,Min,0.959662288930582,Self
1c84,0,0.85,Med,0.978564727954972,Self
1c84,0,0.85,Max,0.986491557223265,Self
1c84,0,0.85,Arb,0.985881801125704,Self
1c84,0,0.9,Min,0.962054409005629,Self
1c84,0,0.9,Med,0.974718574108818,Self
1c84,0,0.9,Max,0.978893058161351,Self
1c84,0,0.9,Arb,0.980018761726079,Self
1c84,0,0.95,Min,0.843151969981238,Self
1c84,0,0.95,Med,0.819559099437148,Self
1c84,0,0.95,Max,0.815103189493433,Self
1c84,0,0.95,Arb,0.800281425891182,Self
1c84,0,1,Min,0.652157598499062,Self
1c84,0,1,Med,0.723921200750469,Self
1c84,0,1,Max,0.829455909943715,Self
1c84,0,1,Arb,0.722889305816135,Self
1cx2,0,0,Min,0.605863039399625,Self
1cx2,0,0,Med,0.695572232645403,Self
1cx2,0,0,Max,0.75515947467167,Self
1cx2,0,0,Arb,0.666060037523452,Self
1cx2,0,0.05,Min,0.846904315196998,Self
1cx2,0,0.05,Med,0.910168855534709,Self
1cx2,0,0.05,Max,0.942757973733583,Self
1cx2,0,0.05,Arb,0.899887429643527,Self
1cx2,0,0.1,Min,0.801594746716698,Self
1cx2,0,0.1,Med,0.89031894934334,Self
1cx2,0,0.1,Max,0.924634146341463,Self
1cx2,0,0.1,Arb,0.874258911819887,Self
1cx2,0,0.15,Min,0.745384615384615,Self
1cx2,0,0.15,Med,0.85108818011257,Self
1cx2,0,0.15,Max,0.899512195121951,Self
1cx2,0,0.15,Arb,0.850919324577861,Self
1cx2,0,0.2,Min,0.706378986866792,Self
1cx2,0,0.2,Med,0.823921200750469,Self
1cx2,0,0.2,Max,0.893939962476548,Self
1cx2,0,0.2,Arb,0.836454033771107,Self
1cx2,0,0.25,Min,0.712607879924953,Self
1cx2,0,0.25,Med,0.828574108818011,Self
1cx2,0,0.25,Max,0.895178236397749,Self
1cx2,0,0.25,Arb,0.830187617260788,Self
1cx2,0,0.3,Min,0.733846153846154,Self
1cx2,0,0.3,Med,0.82266416510319,Self
1cx2,0,0.3,Max,0.888030018761726,Self
1cx2,0,0.3,Arb,0.814934333958724,Self
1cx2,0,0.35,Min,0.733470919324578,Self
1cx2,0,0.35,Med,0.827448405253283,Self
1cx2,0,0.35,Max,0.880131332082552,Self
1cx2,0,0.35,Arb,0.811632270168856,Self
1cx2,0,0.4,Min,0.736435272045028,Self
1cx2,0,0.4,Med,0.826060037523452,Self
1cx2,0,0.4,Max,0.874108818011257,Self
1cx2,0,0.4,Arb,0.816960600375235,Self
1cx2,0,0.45,Min,0.740093808630394,Self
1cx2,0,0.45,Med,0.827786116322702,Self
1cx2,0,0.45,Max,0.86953095684803,Self
1cx2,0,0.45,Arb,0.81780487804878,Self
1cx2,0,0.5,Min,0.737392120075047,Self
1cx2,0,0.5,Med,0.824484052532833,Self
1cx2,0,0.5,Max,0.871219512195122,Self
1cx2,0,0.5,Arb,0.816397748592871,Self
1cx2,0,0.55,Min,0.739737335834897,Self
1cx2,0,0.55,Med,0.819737335834897,Self
1cx2,0,0.55,Max,0.868367729831144,Self
1cx2,0,0.55,Arb,0.814108818011257,Self
1cx2,0,0.6,Min,0.738161350844278,Self
1cx2,0,0.6,Med,0.813846153846154,Self
1cx2,0,0.6,Max,0.868855534709193,Self
1cx2,0,0.6,Arb,0.809437148217636,Self
1cx2,0,0.65,Min,0.737823639774859,Self
1cx2,0,0.65,Med,0.816510318949343,Self
1cx2,0,0.65,Max,0.87140712945591,Self
1cx2,0,0.65,Arb,0.816416510318949,Self
1cx2,0,0.7,Min,0.736041275797373,Self
1cx2,0,0.7,Med,0.81765478424015,Self
1cx2,0,0.7,Max,0.876885553470919,Self
1cx2,0,0.7,Arb,0.823245778611632,Self
1cx2,0,0.75,Min,0.746604127579737,Self
1cx2,0,0.75,Med,0.817054409005629,Self
1cx2,0,0.75,Max,0.880675422138837,Self
1cx2,0,0.75,Arb,0.831294559099437,Self
1cx2,0,0.8,Min,0.753564727954972,Self
1cx2,0,0.8,Med,0.824315196998124,Self
1cx2,0,0.8,Max,0.886885553470919,Self
1cx2,0,0.8,Arb,0.843377110694184,Self
1cx2,0,0.85,Min,0.767879924953096,Self
1cx2,0,0.85,Med,0.831819887429644,Self
1cx2,0,0.85,Max,0.880863039399625,Self
1cx2,0,0.85,Arb,0.86234521575985,Self
1cx2,0,0.9,Min,0.839343339587242,Self
1cx2,0,0.9,Med,0.889624765478424,Self
1cx2,0,0.9,Max,0.90624765478424,Self
1cx2,0,0.9,Arb,0.870300187617261,Self
1cx2,0,0.95,Min,0.859493433395872,Self
1cx2,0,0.95,Med,0.883170731707317,Self
1cx2,0,0.95,Max,0.90562851782364,Self
1cx2,0,0.95,Arb,0.880337711069418,Self
1cx2,0,1,Min,0.790075046904315,Self
1cx2,0,1,Med,0.837560975609756,Self
1cx2,0,1,Max,0.884427767354597,Self
1cx2,0,1,Arb,0.835759849906191,Self
1e66,0,0,Min,0.684099437148218,Self
1e66,0,0,Med,0.788051125703565,Self
1e66,0,0,Max,0.805522983114446,Self
1e66,0,0,Arb,0.722355769230769,Self
1e66,0,0.05,Min,0.699050187617261,Self
1e66,0,0.05,Med,0.787875234521576,Self
1e66,0,0.05,Max,0.804819418386492,Self
1e66,0,0.05,Arb,0.768585834896811,Self
1e66,0,0.1,Min,0.738684333958724,Self
1e66,0,0.1,Med,0.810594512195122,Self
1e66,0,0.1,Max,0.834134615384615,Self
1e66,0,0.1,Arb,0.771927767354597,Self
1e66,0,0.15,Min,0.733993902439024,Self
1e66,0,0.15,Med,0.812734521575985,Self
1e66,0,0.15,Max,0.851547842401501,Self
1e66,0,0.15,Arb,0.776969981238274,Self
1e66,0,0.2,Min,0.736456378986867,Self
1e66,0,0.2,Med,0.819007973733583,Self
1e66,0,0.2,Max,0.860459662288931,Self
1e66,0,0.2,Arb,0.807399155722326,Self
1e66,0,0.25,Min,0.757387429643527,Self
1e66,0,0.25,Med,0.834896810506567,Self
1e66,0,0.25,Max,0.865443245778612,Self
1e66,0,0.25,Arb,0.813144934333959,Self
1e66,0,0.3,Min,0.753986866791745,Self
1e66,0,0.3,Med,0.836362570356473,Self
1e66,0,0.3,Max,0.866322701688555,Self
1e66,0,0.3,Arb,0.822994840525328,Self
1e66,0,0.35,Min,0.764423076923077,Self
1e66,0,0.35,Med,0.829385553470919,Self
1e66,0,0.35,Max,0.865560506566604,Self
1e66,0,0.35,Arb,0.828564727954972,Self
1e66,0,0.4,Min,0.767237335834897,Self
1e66,0,0.4,Med,0.830147748592871,Self
1e66,0,0.4,Max,0.858114446529081,Self
1e66,0,0.4,Arb,0.832141181988743,Self
1e66,0,0.45,Min,0.76811679174484,Self
1e66,0,0.45,Med,0.826336772983114,Self
1e66,0,0.45,Max,0.852896341463415,Self
1e66,0,0.45,Arb,0.825164165103189,Self
1e66,0,0.5,Min,0.775269699812383,Self
1e66,0,0.5,Med,0.826923076923077,Self
1e66,0,0.5,Max,0.853365384615385,Self
1e66,0,0.5,Arb,0.822643058161351,Self
1e66,0,0.55,Min,0.764481707317073,Self
1e66,0,0.55,Med,0.820180581613508,Self
1e66,0,0.55,Max,0.848030018761726,Self
1e66,0,0.55,Arb,0.822760318949343,Self
1e66,0,0.6,Min,0.761432926829268,Self
1e66,0,0.6,Med,0.815372889305816,Self
1e66,0,0.6,Max,0.850727016885553,Self
1e66,0,0.6,Arb,0.819418386491557,Self
1e66,0,0.65,Min,0.759029080675422,Self
1e66,0,0.65,Med,0.811913696060037,Self
1e66,0,0.65,Max,0.851137429643527,Self
1e66,0,0.65,Arb,0.813496716697936,Self
1e66,0,0.7,Min,0.758208255159475,Self
1e66,0,0.7,Med,0.81156191369606,Self
1e66,0,0.7,Max,0.852368667917448,Self
1e66,0,0.7,Arb,0.813789868667917,Self
1e66,0,0.75,Min,0.763719512195122,Self
1e66,0,0.75,Med,0.81296904315197,Self
1e66,0,0.75,Max,0.856121013133208,Self
1e66,0,0.75,Arb,0.81625234521576,Self
1e66,0,0.8,Min,0.76313320825516,Self
1e66,0,0.8,Med,0.817249061913696,Self
1e66,0,0.8,Max,0.86421200750469,Self
1e66,0,0.8,Arb,0.816897279549719,Self
1e66,0,0.85,Min,0.768878986866792,Self
1e66,0,0.85,Med,0.811620544090056,Self
1e66,0,0.85,Max,0.860635553470919,Self
1e66,0,0.85,Arb,0.819125234521576,Self
1e66,0,0.9,Min,0.781484521575985,Self
1e66,0,0.9,Med,0.818949343339587,Self
1e66,0,0.9,Max,0.846505628517824,Self
1e66,0,0.9,Arb,0.813848499061914,Self
1e66,0,0.95,Min,0.633794559099437,Self
1e66,0,0.95,Med,0.664106472795497,Self
1e66,0,0.95,Max,0.710248592870544,Self
1e66,0,0.95,Arb,0.636550187617261,Self
1e66,0,1,Min,0.514423076923077,Self
1e66,0,1,Med,0.574108818011257,Self
1e66,0,1,Max,0.707434333958724,Self
1e66,0,1,Arb,0.526383677298311,Self
1efy,0,0,Min,0.59155722326454,Self
1efy,0,0,Med,0.641932457786116,Self
1efy,0,0,Max,0.643996247654784,Self
1efy,0,0,Arb,0.718292682926829,Self
1efy,0,0.05,Min,0.645872420262664,Self
1efy,0,0.05,Med,0.759568480300188,Self
1efy,0,0.05,Max,0.723264540337711,Self
1efy,0,0.05,Arb,0.773733583489681,Self
1efy,0,0.1,Min,0.66313320825516,Self
1efy,0,0.1,Med,0.687523452157599,Self
1efy,0,0.1,Max,0.721482176360225,Self
1efy,0,0.1,Arb,0.730956848030019,Self
1efy,0,0.15,Min,0.640806754221388,Self
1efy,0,0.15,Med,0.636491557223265,Self
1efy,0,0.15,Max,0.715009380863039,Self
1efy,0,0.15,Arb,0.645028142589118,Self
1efy,0,0.2,Min,0.608348968105066,Self
1efy,0,0.2,Med,0.651219512195122,Self
1efy,0,0.2,Max,0.715290806754221,Self
1efy,0,0.2,Arb,0.639587242026266,Self
1efy,0,0.25,Min,0.622983114446529,Self
1efy,0,0.25,Med,0.653846153846154,Self
1efy,0,0.25,Max,0.708255159474672,Self
1efy,0,0.25,Arb,0.633958724202627,Self
1efy,0,0.3,Min,0.616416510318949,Self
1efy,0,0.3,Med,0.669324577861163,Self
1efy,0,0.3,Max,0.698780487804878,Self
1efy,0,0.3,Arb,0.668855534709193,Self
1efy,0,0.35,Min,0.609568480300188,Self
1efy,0,0.35,Med,0.677110694183865,Self
1efy,0,0.35,Max,0.690056285178236,Self
1efy,0,0.35,Arb,0.671294559099437,Self
1efy,0,0.4,Min,0.585459662288931,Self
1efy,0,0.4,Med,0.671106941838649,Self
1efy,0,0.4,Max,0.683583489681051,Self
1efy,0,0.4,Arb,0.669699812382739,Self
1efy,0,0.45,Min,0.572889305816135,Self
1efy,0,0.45,Med,0.662382739212008,Self
1efy,0,0.45,Max,0.680769230769231,Self
1efy,0,0.45,Arb,0.665384615384615,Self
1efy,0,0.5,Min,0.590337711069418,Self
1efy,0,0.5,Med,0.668198874296435,Self
1efy,0,0.5,Max,0.679643527204503,Self
1efy,0,0.5,Arb,0.677579737335835,Self
1efy,0,0.55,Min,0.569324577861163,Self
1efy,0,0.55,Med,0.663227016885554,Self
1efy,0,0.55,Max,0.672420262664165,Self
1efy,0,0.55,Arb,0.665196998123827,Self
1efy,0,0.6,Min,0.568480300187617,Self
1efy,0,0.6,Med,0.647467166979362,Self
1efy,0,0.6,Max,0.671106941838649,Self
1efy,0,0.6,Arb,0.656472795497186,Self
1efy,0,0.65,Min,0.557410881801126,Self
1efy,0,0.65,Med,0.639024390243902,Self
1efy,0,0.65,Max,0.675046904315197,Self
1efy,0,0.65,Arb,0.654033771106942,Self
1efy,0,0.7,Min,0.560600375234522,Self
1efy,0,0.7,Med,0.623264540337711,Self
1efy,0,0.7,Max,0.672420262664165,Self
1efy,0,0.7,Arb,0.651313320825516,Self
1efy,0,0.75,Min,0.558255159474672,Self
